ch03pa09se001	FOR	The former preserves his military command, and guards Rome itself .	chap3	In return for this imaginary concession, Augustus
ch03pa10se001	CON	Consular and tribunitian powers.	chap3	Although Augustus considered a military force as
ch03pa11se001	IMP	Imperial prerogatives.	chap3	To these accumulated honours, the policy of
ch03pa12se001	MAG	The magistrates.	chap3	When all the various powers of executive
ch03pa13se001	SEN	The senate.	chap3	By declaring themselves the protectors of the
ch03pa14se001	GID	General idea of the Imperial system.	chap3	To resume, in a few words, the
ch03pa15se001	CRT	Court of the emperors.	chap3	The face of the court corresponded with
ch03pa16se001	DEI	Deification.	chap3	which they departed from their accustomed prudence
ch03pa17se001	TIT	Titles of Augustus and Caesar.	chap3	In the consideration of the Imperial government,
ch03pa18se001	CHA	Character and policy of Augustus.	chap3	The tender respect of Augustus for a
ch03pa19se001	IMA	Image of liberty for the people.	chap3	The death of Caesar was ever before
ch03pa20se001	ATT	Attempt of the senate after the death of Caligula.	chap3	senate, after seventy years of patience, made
ch03pa21se001	IMG	Image of government for the armies.	chap3	The insolence of the armies inspired Augustus
ch03pa22se001	OBD	Their obedience.	chap3	During a long period of two hundred
ch03pa23se001	DES	Designation of a successor.	chap3	In elective monarchies, the vacancy of the
ch03pa23se003	TIB	Of Tiberius	chap3	Thus Augustus, after all
ch03pa23se004	TTS	Of Titus	chap3	Vespasian subdued the generous
ch03pa24se001	RAC	The race of Caesars and the Flavian family.	chap3	The good sense of Vespasian engaged him
ch03pa25se001	ADO	Adoption and character of Trajan.	chap3	Nerva had scarcely accepted the purple from
ch03pa26se001	HAD	Of Hadrian.	chap3	We may readily believe that the father
ch03pa27se001	ELD	Adoption of the elder and younger Verus.	chap3	The caprice of Hadrian influenced his choice
ch03pa28se001	ANT	Adoption of the two Antonines.	chap3	As soon as Hadrian's passion was either
ch03pa29se001	PIU	Character and reign of Pius.	chap3	Titus Antoninus Pius had been justly denominated
ch03pa30se001	MAR	Of Marcus.	chap3	The virtue of Marcus Aurelius Antoninus was
ch03pa31se001	HAP	Happiness of the Romans.	chap3	If a man were called to fix
ch03pa32se001	NAT	Its precarious nature.	chap3	The labours of these monarchs were over-paid
ch03pa33se001	MEM	Memory of Tiberius, Caligula, Nero, and Domitian.	chap3	These gloomy apprehensions had been already justified
ch03pa34se001	PEC	Peculiar misery of the Romans under their tyrants.	chap3	Under the reign of these monsters the
ch03pa35se001	INS	Insensibility of the orientals.	chap3	When Persia was governed by the descendants
ch03pa36se001	KNO	Knowledge and free spirit of the Romans.	chap3	The minds of the Romans were very
ch03pa37se001	EXT	Extent of their empire left them no place of refuge.	chap3	The division of Europe into a number
ch04pa01se001	IND	Indulgence of Marcus	chap4	THE mildness of Marcus, which the rigid
ch04pa02se001	WIF	To his wife	chap4	Faustina, the daughter of Pius and the
ch04pa03se001	SON	To his son Commodus	chap4	The monstrous vices of the son have
ch04pa04se001	ACC	Accession of the emperor Commodus	chap4	Most of the crimes which disturb the
ch04pa04se006	notarg	(A.D. 180)	chap4	to his father, amidst
ch04pa05se001	CHR	Character of Commodus	chap4	Yet Commodus was not, as he has
ch04pa06se001	RET	He returns to Rome	chap4	Upon the death of his father, Commodus
ch04pa08se001	WOU	Is wounded by an assassin	chap4	was returning to the palace through a
ch04pa08se001	notarg	A.D. 183	chap4	was returning to the
ch04pa09se001	HAT	Hatred and cruelty of Commodus towards the senate	chap4	But the words of the assassin sunk
ch04pa10se001	QUI	The Quintillian brothers	chap4	Of these innocent victims of tyranny, none
ch04pa11se001	PER	The minister Perennis	chap4	The tyrant's rage, after having shed the
ch04pa11se005	notarg	A.D. 186	chap4	capable of aspiring to
ch04pa12se001	MAT	Revolt of Maternus	chap4	The negligence of the public administration was
ch04pa13se001	CLE	The minister Cleander	chap4	Suspicious princes often promote the last of
ch04pa14se001	AVA	His avarice and cruelty	chap4	By these means Cleander, in the space
ch04pa15se001	SED	Sedition and death of Cleander	chap4	Pestilence and famine contributed to fill up
ch04pa15se002	notarg	A.D. 189	chap4	a monopoly of corn,
ch04pa16se001	DIS	Dissolute pleasures of Commodus	chap4	But every sentiment of virtue and humanity
ch04pa16se005	IGN	 His ignorance and low sports.	chap4	with the basest amusements.
ch04pa17se001	HUN	Hunting of wild beasts	chap4	The servile crowd, whose fortune depended on
ch04pa18se001	SKI	Commodus displays his skill in the amphitheatre	chap4	Elated with these praises, which gradually extinguished
ch04pa19se001	GLA	Acts as a gladiator	chap4	But the meanest of the populace were
ch04pa19se009	INF	His infamy	chap4	Secutor, was the only
ch04pa20se001	CON	Cospiracy of his domestics	chap4	Commodus had now attained the summit of
ch04pa20se008	DEA	Death of Commodus A.D. 192 31st December	chap4	Marcia seized the occasion
ch04pa21se001	CHO	Choice of Pertinax for emperor	chap4	The measures of the conspirators were conducted
ch04pa22se001	ACK	He is acknowledged by the Praetorian guards	chap4	Laetus conducted without delay his new emperor
ch04pa23se001	SEN	And by the senate A.D. 193 1st January	chap4	This important night was now far spent;
ch04pa23se006	MEM	The memory of Commodus declared infamous	chap4	The memory of Commodus
ch04pa24se001	LEG	Legal jurisdiction of the senate over emperors	chap4	These effusions of impotent rage against a
ch04pa25se001	VIR	Virtues of Pertinax	chap4	Pertinax found a nobler way of condemning
ch04pa26se001	END	He endeavours to reform the state	chap4	To heal, as far as it was
ch04pa27se001	REG	His regulations	chap4	The finances of the state demanded the
ch04pa28se001	POP	And popularity	chap4	Such an uniform conduct had already secured
ch04pa29se001	DSC	Discontent of the Praetorians	chap4	Amidst the general joy the sullen and
ch04pa29se006	CNP	A conspiracy prevented	chap4	A short time afterwards
ch04pa30se001	MUR	Murder of Pertinax by the Praetorians A.D. 193 March 28th	chap4	These disappointments served only to irritate the
ch05pa01se001	PRO	Proportion of the military force, to the number of the people	chap5	THE power of the sword is more
ch05pa02se001	PRA	The Praetorian guards	chap5	The Praetorian bands, whose licentious fury was
ch05pa02se002	INS	Their institution 	chap5	derived their institution from
ch05pa02se004	CAM	Their camp	chap5	stationed in the capital;
ch05pa03se001	STR	Their strength and confidence	chap5	Such formidable servants are always necessary, but
ch05pa04se001	CLA	Their specious claims	chap5	The advocates of the guards endeavoured to
ch05pa05se001	OFF	They offer the empire to sale	chap5	The Praetorians had violated the sanctity of
ch05pa06se001	PUR	It is purchased by Julian, A.D. 193. March 28th	chap5	This infamous offer, the most insolent excess
ch05pa07se001	JUL	Julian is acknowledged by the senate	chap5	It was now incumbent on the Praetorians
ch05pa07se006	TAK	Takes possession of the palace	chap5	senate Julian was conducted,
ch05pa08se002	PUB	The public discontent.	chap5	On the throne of the world he
ch05pa09se001	DEC	The armies of Britain, Syria, and Pannonia declare against Julian.	chap5	The public discontent was soon diffused from
ch05pa10se001	CLO	Clodius Albinus in Britain.	chap5	Clodius Albinus, governor of Britain, surpassed both
ch05pa11se001	PES	Pescennius Niger in Syria.	chap5	Personal merit alone had raised Pescennius Niger
ch05pa12se001	PAN	Pannonia and Dalmatia.	chap5	The country of Pannonia and Dalmatia, which
ch05pa13se001	SEP	Septimus Severus.	chap5	The Pannonian army was at this time
ch05pa13se004	EMP	Declared Emperor by the Pannonian legions. A.D. 193. April 13th.	chap5	The acclamations of the
ch05pa14se002	MAR	Marches into Italy	chap5	remembered the saying of
ch05pa15se001	ADV	Advances towards Rome	chap5	The wretched Julian had expected, and thought
ch05pa16se001	DIS	Distress of Julian	chap5	He attempted, however, to prevent, or at
ch05pa17se001	UNC	His uncertain conduct	chap5	Every motion of Julian betrayed his trembling
ch05pa18se001	DSR	Is deserted by the Praetorians	chap5	Severus, who dreaded neither his arms nor
ch05pa18se006	EXE	and condemned and executed by order of the senate. A.D. 193. June 2nd 	chap5	decreed divine honours to
ch05pa19se001	DGC	Disgrace of the Praetorian guards	chap5	The first cares of Severus were bestowed
ch05pa20se001	FUN	Funeral and apotheosis of Pertinax.	chap5	The funeral and consecration of Pertinax was
ch05pa21se001	SCS	Success of Severus against Niger, and against Albinus	chap5	The uncommon abilities and fortune of Severus
ch05pa22se001	CDT	Conduct of the two civil wars. Arts of Severus	chap5	Falsehood and insincerity, unsuitable as they seem
ch05pa23se001	NIG	Towards Niger;	chap5	If his two competitors, reconciled by their
ch05pa24se001	ALB	Towards Albinus	chap5	Whilst Severus was engaged in his eastern
ch05pa25se001	EVE	Events of the civil wars.	chap5	The military labours of Severus seem inadequate
ch05pa26se001	DCD	Decided by one or two battles.	chap5	The civil wars of modern Europe have
ch05pa27se001	BYZ	Siege of Byzantium .	chap5	Yet, in the contest between Niger and
ch05pa28se001	DEA	Death of Niger and Albinus.	chap5	Both Niger and Albinus were discovered and
ch05pa28se003	CRU	Cruel consequences of a civil war	chap5	superiority of suffering his
ch05pa29se001	ANI	Animosity of Severus against the senate.	chap5	Till the final decision of the war,
ch05pa30se001	WIS	The wisdom and justice of his government.	chap5	The true interest of an absolute monarch
ch05pa30se007	PEA	General peace and prosperity	chap5	civil discord were obliterated.
ch05pa31se001	RLX	Relaxation of military discipline.	chap5	Although the wounds of civil war appeared
ch05pa32se001	NEW	New establishment of the Praetorian guards.	chap5	The Praetorians, who murdered their emperor and
ch05pa33se001	OFC	The office of Praetorian Praefect.	chap5	The command of these favoured and formidable
ch05pa34se001	OPP	The senate oppressed by military despotism.	chap5	Till the reign of Severus, the virtue
ch05pa35se001	MAX	New maxims of the Imperial prerogative.	chap5	The victory over the senate was easy
ch06pa01se001	GRE	Greatness and discontent of Severus	chap6	THE ascent to greatness, however steep and
ch06pa02se001	WIF	His wife the empress Julia	chap6	Like most of the Africans, Severus was
ch06pa03se001	SON	Two sons, Caracalla (9) and Geta, were the fruit of this	chap6	marriage, and the destined heirs of the
ch06pa05se001	WAR	The Caledonian war.	chap6	In these circumstances the intelligence of a
ch06pa05se001	notarg	A.D. 208	chap6	of the province by
ch06pa06se001	FIN	Fingal and his heroes	chap6	This Caledonian war, neither marked by decisive
ch06pa07se001	AMB	Ambition of Caracalla	chap6	The declining health and last illness of
ch06pa08se001	JEA	Jealousy and hatred of the two emperors	chap6	Such a divided form of government would
ch06pa09se001	FRU	Fruitless negotiation for dividing the empire between them	chap6	This latent civil war already distracted the
ch06pa10se001	MUR	Murder of Geta	chap6	Had the treaty been carried into execution,
ch06pa11se002	REM	Remorse and cruelty of Caracalla	chap6	pleasure, nor flattery, could defend Caracalla from
ch06pa13se001	TYR	His tyranny extended over the whole empire	chap6	It had hitherto been the peculiar felicity
ch06pa13se005	notarg	A.D. 213	chap6	He left the capital
ch06pa14se001	RLX	Relaxation of discipline	chap6	The wise instructions of Severus never made
ch06pa15se001	MDR	Murder of Caracalla. A.D. 217, 8th March.	chap6	It was impossible that such a character,
ch06pa16se001	ELE	Election and character of Macrinus	chap6	After the extinction of the house of
ch06pa17se001	DIS	Discontent of the senate	chap6	The authority of the new sovereign had
ch06pa18se001	ARM	and the army	chap6	His rash ambition had climbed a height
ch06pa19se001	TRY	Macrinus attempts a reformation of the army.	chap6	In the management of this necessary reformation,
ch06pa20se001	DEM	Death of the empress Julia	chap6	The empress Julia had experienced all the
ch06pa21se001	DEF	Defeat and death of Macrinus	chap6	Whilst a conspiracy of women and eunuchs
ch06pa22se001	WRI	Elagabalus writes to the senate	chap6	The letters of Macrinus had condescended to
ch06pa23se001	PIC	Picture of Elagabalus	chap6	As the attention of the new emperor
ch06pa23se001	notarg	A.D. 219	chap6	wasted many months in
ch06pa24se001	SUP	His superstition	chap6	The Sun was worshipped at Emesa under
ch06pa26se001	EFF	His profligate and effeminate luxury	chap6	A rational voluptuary adheres with invariable respect
ch06pa27se001	DCN	Contempt of decency which distinguished the Roman tyrants	chap6	It may seem probable, the vices and
ch06pa28se001	DSC	Discontents of the army	chap6	The most worthless of mankind are not
ch06pa28se004	notarg	A.D. 221	chap6	, that his own
ch06pa29se001	SED	Sedition of the guards, and murder of Elagabalus.	chap6	It was impossible that such a reconciliation
ch06pa30se001	ACC	Accession of Alexander Severus.	chap6	In the room of Elagabalus, his cousin
ch06pa31se001	POW	Power of his mother Mamaea.	chap6	In every age and country, the wiser,
ch06pa32se001	WSM	Wise and moderate administration.	chap6	Notwithstanding this act of jealous cruelty, as
ch06pa33se001	EDU	Education and virtuous temper of Alexander.	chap6	But the most important care of Mamaea
ch06pa34se001	JOU	The simple journal of his ordinary occupations exhibits a  pleasing picture of an accomplished emperor, (69) and with	chap6	some allowance for the difference of manners,
ch06pa35se001	HAP	General happiness of the Roman world.	chap6	Such an uniform tenor of life, which
ch06pa35se003	notarg	A.D. 222-235	chap6	an auspicious calm of
ch06pa36se001	REF	Alexander refuses the name of Antoninus.	chap6	The name of Antoninus, ennobled by the
ch06pa37se001	RFM	He attempts to reform the army.	chap6	In the civil administration of Alexander, wisdom
ch06pa38se001	SMR	Seditions of the Praetorian guards, and murder of Ulpian.	chap6	The Praetorian guards were attached to the
ch06pa39se001	TUM	Tumult of the legions.	chap6	The lenity of the emperor confirmed the
ch06pa39se004	FIR	Firmness of the emperor,	chap6	One particular fact well
ch06pa40se001	DFC	Defects of his reign and character.	chap6	The resolutions of the multitude generally depend
ch06pa41se001	DIG	Digression on the finances of the empire.	chap6	The dissolute tyranny of Commodus, the civil
ch06pa42se001	EST	Establishment.	chap6	The siege of Veii in Tuscany, the
ch06pa42se007	ABO	and abolition of the tribute on Roman citizens 	chap6	course of a few
ch06pa43se001	TRI	Tributes of the provinces.	chap6	History has never perhaps suffered a greater
ch06pa43se004	GAU	of Gaul	chap6	increase of the trade
ch06pa43se006	AFR	of Africa	chap6	Euboic or Phoenician talents,
ch06pa45se001	GYA	of the isle of Gyarus	chap6	We want both leisure and materials to
ch06pa46se001	AMO	Amount of the revenue	chap6	From the faint glimmerings of such doubtful
ch06pa47se001	TAX	Taxes on Roman citizens instituted by Augustus	chap6	Notwithstanding the seeming probability of both these
ch06pa48se001	CUS	The customs.	chap6	In a great empire like that of
ch06pa49se001	EXC	The excise	chap6	The excise, introduced by Augustus after the
ch06pa50se001	LEG	Tax on legacies and inheritances	chap6	When Augustus resolved to establish a permanent
ch06pa51se001	SUI	Suited to the laws and manners.	chap6	Such a tax, plentiful as it must
ch06pa52se001	REG	Regulations of the emperors	chap6	In the first and golden years of
ch06pa53se001	EDI	Edict of Caracalla	chap6	The sentiments, and, indeed, the situation, of
ch06pa53se005	FAV	The freedom of the city given to all the provincials for the purpose of taxation.	chap6	and fortune that was
ch06pa54se001	TEM	Temporary reduction of tribute	chap6	When all the provincials became liable to
ch06pa55se001	CSQ	Consequences of the universal freedom of Rome	chap6	As long as Rome and Italy were
ch07pa01se001	APP	The apparent ridicule	chap7	OF the various forms of government which
ch07pa02se001	SOL	and solid advantages of hereditary succession.	chap7	In the cool shade of retirement, we
ch07pa03se001	WAN	Want of it in the Roman empire productive of the geatrest calamities	chap7	The superior prerogative of birth, when it
ch07pa04se001	BIR	Birth and fortune of Maximin.	chap7	About thirty-two years before that event, the
ch07pa05se001	MIL	His military service and honours.	chap7	Maximin, for that was his name, though
ch07pa06se001	CON	Conspiracy of Maximin.	chap7	Instead of securing his fidelity, these favours
ch07pa07se001	MUR	Murder of Alexander Severus	chap7	The circumstances of his death are variously
ch07pa08se001	TYR	Tyranny of Maximin.	chap7	The former tyrants, Caligula and Nero, Commodus
ch07pa10se001	OPP	Oppression of the provinces	chap7	As long as the cruelty of Maximin
ch07pa11se001	REV	Revolt in Africa	chap7	The procurator of Africa was a servant
ch07pa12se001	CHA	Character and elevation of the two Gordians	chap7	The family of Gordianus was one of
ch07pa13se001	SLC	They solicit the confirmation of their authority.	chap7	As soon as the Gordians had appeased
ch07pa14se001	RAT	The senate ratifies their election of the Gordians.	chap7	The inclinations of the senate were neither
ch07pa15se001	ASS	Assumes the command of Rome and Italy	chap7	During the emperor's absence, a detachment of
ch07pa16se001	PRE	and prepares for a civil war.	chap7	A new spirit had arisen in that
ch07pa17se001	DEF	Defeat and death of the two Gordians.	chap7	For, while the cause of the Gordians
ch07pa18se001	ELE	Election of Maximus and Balbinus by the senate. 9th July	chap7	The fate of the Gordians filled Rome
ch07pa19se001	CHR	Their characters.	chap7	The virtues and the reputation of the
ch07pa20se001	TUM	Tumult at Rome. The younger Gordian is declared Caesar	chap7	After the senate had conferred on Maximus
ch07pa21se001	ATT	Maximin prepares to attack the senate and the emperors	chap7	Whilst in Rome and Africa revolutions succeeded
ch07pa22se001	MAR	Marches into Italy. A.D. 238 February	chap7	When the troops of Maximin, advancing in
ch07pa22se004	SIE	Siege of Aquileia 	chap7	Aquileia received and withstood
ch07pa23se001	CND	Conduct of Maximus.	chap7	The emperor Maximus, who had advanced as
ch07pa24se001	MMX	Murder of Maximin and his son. A.D. 238 April	chap7	The people of Aquileia had scarcely experienced
ch07pa24se009	POR	His portrait	chap7	Such was the deserved
ch07pa25se001	JOY	Joy of the Roman world.	chap7	It is easier to conceive than to
ch07pa26se001	SED	Sedition at Rome	chap7	Whilst Maximus was preparing to defend Italy
ch07pa27se001	DIS	Discontent of the Praetorian guards.	chap7	After the tyrant's death, his formidable army
ch07pa28se001	MAS	Massacre of Maximus and Balbinus	chap7	When the senate elected two princes, it
ch07pa29se001	THI	The third Gordian remains sole emperor.	chap7	In the space of a few months,
ch07pa30se001	INN	Innocence and virtues of Gordian.	chap7	As the third Gordian was only nineteen
ch07pa30se005	ADM	Administration of Misitheus	chap7	It should seem that
ch07pa30se005	notarg	A.D. 240	chap7	love and learning introduced
ch07pa31se001	WAR	The Persian war.	chap7	The life of Misitheus had been spent
ch07pa31se008	ART	 A.D. 243 Arts of Philip	chap7	Philip, his successor in
ch07pa31se013	MGD	Murder of Gordian A.D. 244, March 	chap7	A sepulchral monument was
ch07pa31se001	notarg	A.D. 242	chap7	he was appointed Praetorian
ch07pa32se001	FRM	Form of a military republic.	chap7	We cannot forbear transcribing the ingenious, though
ch07pa34se001	RGN	Reign of Philip.	chap7	On his return from the East to
ch07pa34se003	SEC	secular games, A.D. 248, April 21	chap7	Every circumstance of the
ch07pa35se001	DCL	Decline of the Roman empire.	chap7	Since Romulus, with a small band of
ch08pa01se001	BAR	The barbarians of the East and of the North	chap8	WHENEVER Tacitus indulges himself in those beautiful
ch08pa02se001	REV	Revolutions of Asia	chap8	In the more early ages of the
ch08pa03se001	PER	The Persian monarchy restored by Artaxerxes	chap8	Artaxerxes had served with great reputation in
ch08pa04se001	REF	Reformation of the Magian religion	chap8	During the long servitude of Persia under
ch08pa05se001	THE	Persian theology; two principles	chap8	The great and fundamental article of the
ch08pa06se001	REL	Religious Worship	chap8	The theology of Zoroaster was darkly comprehended
ch08pa07se001	CER	Ceremonies and moral precepts	chap8	Every mode of religion, to make a
ch08pa08se001	AGR	Encouragement of agriculture	chap8	But there are some remarkable instances in
ch08pa09se001	MAG	Power of the Magi	chap8	Had Zoroaster, in all his institutions, invariably
ch08pa11se001	SPI	Spirit of persecution	chap8	The first counsel of the Magi was
ch08pa12se001	EST	Establishment of the royal authority in the provinces	chap8	Artaxerxes, by his valour and conduct, had
ch08pa12se010	EXT	Extent and population of Persia	chap8	His kingdom, nearly equal in extent to
ch08pa13se001	REC	Recapitulation of the war between the Parthian and Roman empire	chap8	As soon as the ambitious mind of
ch08pa14se001	CIT	Cities of Seleucia and Ctesiphon	chap8	Seleucia, on the western bank of the
ch08pa14se006	notarg	A.D. 165	chap8	penetrated as far as
ch08pa14se009	notarg	A.D. 198	chap8	, in about thirty-three
ch08pa15se001	CON	Conquest of Osrhoene by the Romans	chap8	From these successful inroads the Romans derived
ch08pa15se009	notarg	A.D. 216	chap8	sent in chains to
ch08pa16se001	ART	Artaxerxes claims the provinces of Asia, and declares war against the Romans	chap8	Prudence as well as glory might have
ch08pa16se002	notarg	A.D. 230	chap8	he thought himself able
ch08pa17se001	PRE	Pretended victory of Alexander Severus	chap8	If we credit what should seem the
ch08pa17se003	notarg	A.D. 233	chap8	discomfited
ch08pa18se001	MOR	More probable account of the war.	chap8	Our suspicions are confirmed by the authority
ch08pa19se001	CHA	Character and maxims of Artaxerxes	chap8	The reign of Artaxerxes, which from the
ch08pa19se001	notarg	A.D. 240	chap8	lasted only fourteen years,
ch08pa20se001	MIL	Military power of the Persians.	chap8	The Persians, long since civilised and corrupted,
ch08pa20se006	INF	Their infantry contemptible	chap8	The infantry was a
ch08pa21se001	CAV	Their cavalry excellent.	chap8	But the nobles of Persia, in the
ch09pa02se001	GER	Extent of Germany	chap9	Ancient Germany, excluding from its independent limits
ch09pa03se001	CLI	Climate	chap9	have suspected that Europe was much colder
