Aast	ch51	v09p172	ent0001	(Asi), father of <persName n="rel">Amrou</persName>, 
Aboras or Araxes	ch07	v01p245	ent0035	
Aboras or Araxes	ch13	v02p175	ent0035	
Abrahah	ch42	v07p233	ent0036	
Abrahah	ch46	v08p063	ent0036	
Abrahah	ch45	v08p030	ent0036	<p>besieges Mecca, 
Abraham	ch47	v08p199	ent0037	nephew of <persName n="rel"><forename n="fore6">John</forename> <surname>Maron</surname></persName>, 
Abraham	ch50	v09p037	ent0038	opposes idolatry, 
Abraham	ch50	v09p039	ent0038	<p>place of, in the Koran, 
Abu-Ayub or Job	ch52	v09p239	ent0039	companion of Mahomet, death of, 
Abu-Ayub or Job	ch68	v12p055	ent0039	<p>his grave (turbé), 
Abu-Bekr	ch50	v09p042	ent0040	publishes Koran, 
Abu-Bekr	ch50	v09p066	ent0040	<p>at battle of Bedr, 
Abu-Bekr	ch50	v09p054	ent0040	<p>spreads religion of Mahomet, 
Abu-Bekr	ch50	v09p058	ent0040	<p>flight of, from Mecca, 
Abu-Bekr	ch50	v09p081	ent0040	<p>chosen by Mahomet, 
Abu-Bekr	ch50	v09p093	ent0040	<p>elected Caliph, g2 sqq.; death, 
Abu-Bekr	ch51	v09p112	ent0040	<p>conquers the Arabs, 
Abu-Bekr	ch51	v09p115	ent0040	<p>virtues of, 
Abu-Bekr	ch51	v09p134	ent0040	<p>invades Syria, 
Abu-Caab	ch52	v09p238	ent0041	
Abū-Hafs	ch56	v10p087	ent0042	leader of Sicilian rebels, 
Abu-Horaira	ch50	v09p032	ent0044	on Mahomet, 
Abulfeda	ch50	v09p008	ent0045	
Abulfeda	ch50	v09p031	ent0045	<p>era of, 
Abulfeda	ch50	v09p053	ent0045	<p>Arabic text of, edited by Gagnier, 
Abulfeda	ch50	v09p100	ent0045	<p>on burial of Ali, 
Abulfeda	ch50	v09p106	ent0045	<p>on the Fatimites, 
Abulfeda	ch51	v09p118	ent0045	<p>his <title n="manual">Annales Moslemici</title>, 
Abulfeda	ch52	v09p260	ent0045	<p>his account of Caliph Méervan, 
Abulfeda	ch52	v09p266	ent0045	<p>of Caliph Muktadir, 
Abulfeda	ch52	v09p298	ent0045	<p>on the Bedoween, 
Abulfeda	ch59	v10p294	ent0045	<p>family of, 
Abulfeda	ch59	v10p296	ent0045	<p>family of, 
Abulfeda	ch59	v10p326	ent0045	<p>family of, 
Abulfeda	ch61	v11p038	ent0045	<p>on the crusaders, 
Abulfeda	ch64	v11p134	ent0045	<p>fights against the Moguls, 
Abulghazi Bahadur	ch26	v04p263	ent0046	History of the Tartars by, 
Abulghazi Bahadur	ch26	v04p272	ent0046	History of the Tartars by, 
Abulghazi Bahadur	ch64	v11p130	ent0046	<p>on Zingis Khan, 
Abulghazi Bahadur	ch64	v11p132	ent0046	<p>on Zingis Khan, 
Abulpharagius	ch46	v08p089	ent0047	or Gregory Bar Hebreus, primate of the East, 
Abulpharagius	ch47	v08p197	ent0047	or Gregory Bar Hebreus, primate of the East, 
Abulpharagius	ch50	v09p005	ent0047	<p>on the Arabs, 
Abulpharagius	ch51	v09p118	ent0047	<p>compendious History of, 
Abulpharagius	ch51	v09p183	ent0047	<p>Dynasties of, 
Abulpharagius	ch52	v09p270	ent0047	<p>on Caliph Almamun, 
Abulpharagius	ch64	v11p154	ent0047	<p>on the Mongols, 
Abu-l-Waled	ch51	v09p232	ent0048	
Abu-Moslem	ch52	v09p259	ent0049	rebellion of, 
Abuna	ch47	v08p209	ent0050	
Abundantius	ch32	v05p294	ent0051	exiled to Pityus by Eutropius, 
Abu-Obeidah	ch51	v09p137	ent0052	commands Arabian army in Syria, 
Abu-Obeidah	ch51	v09p148	ent0052	<p>at taking of Damascus, 
Abu-Obeidah	ch51	v09p158	ent0052	<p>at battle of Yermuk, 
Abu-Obeidah	ch51	v09p160	ent0052	<p>besieges Jerusalem, 
Abu-Obeidah	ch51	v09p163	ent0052	<p>besieges Jerusalem, 
Abu-Obeidah	ch51	v09p169	ent0052	<p>death, 
Abu-Rafe	ch50	v09p071	ent0053	servant of Mahomet, 
Aba-Sa’id	ch65	v11p186	ent0054	death of, 
Aba-Sa’id	ch65	v11p186	ent0054	death of, 
Aba-S’id	ch52	v09p298	ent0055	<addName>the Carmathian</addName>, 
Abu Sophian	ch50	v09p057	ent0056	[Abu-Sofyan ibn Harb], <roleName>prince of <placeName>Mecca</placeName></roleName>, 
Abu Sophian	ch50	v09p068	ent0056	<p>defeated by Mahomet 
Abu Sophian	ch50	v09p069	ent0056	<p>commands expedition of the nations, 
Abu Sophian	ch50	v09p069	ent0056	<p>besieges Medina, 
Abu Sophian	ch50	v09p073	ent0056	<p>adopts religion of Mahomet, 
Abu Sophian	ch50	v09p076	ent0056	<p>rewarded by Mahomet, 
Abu-Taher	ch52	v09p298	ent0057	<addName>the Carmathian</addName>, 
Abu-Taleb	ch52	v09p313	ent0058	uncle of <persName n="rel">Mahomet</persName>, 
Abu-Taleb	ch50	v09p032	ent0058	uncle of <persName n="rel">Mahomet</persName>, 
Abu-Taleb	ch50	v09p056	ent0059	read Abu Lahab, uncle of <persName n="rel">Mahomet</persName>, 
Abu-Taleb	ch50	v09p057	ent0059	<p>death of, 
Abydus	ch17	v03p095	ent0060	
Abyla	ch51	v09p151	ent0061	fair of, 
Abyssinia	ch15	v02p273	ent0062	Church of, 
Abyssinia	ch47	v08p209	ent0062	Church of, 
Abyssinia	ch20	v03p311	ent0062	<p>christianised, 
Abyssinia	ch40	v07p036	ent0062	<p>trade of, 
Abyssinia	ch42	v07p231	ent0062	<p>described by Cosmas, 
Abyssinia	ch47	v08p183	ent0062	<p>Greek speech in, 
Abyssinia	ch47	v08p210	ent0062	<p>Portuguese in, 
Abyssinians	ch42	v07p230	ent0063	conquered, 
Abyssinians	ch42	v07p232	ent0063	<p>their alliance with Justinian, 
Abyssinians	ch47	v08p208	ent0063	<p>an Arab race, 
Acacius	ch32	v05p330	ent0064	redeems the Persian captives, 
Acacius	ch21	v03p363	ent0065	leader of the Homoeans, 
Acacius	ch40	v07p010	ent0066	master of the bears, 
Acacius	ch39	v06p303	ent0067	
Acacius	ch47	v08p163	ent0067	<p>draws up the Henoticon, 
Academics	ch02	v01p038	ent0068	
Academy of the Platonists at Athens	ch40	v07p076	ent0069	
Acatzires	ch34	v06p018	ent0070	
Acatzires	ch35	v06p076	ent0070	<p>ruled over by Ellac, son of <persName n="rel">Attila</persName>, 
Accaioli	ch62	v11p092	ent0071	Italian family of, in Greece, 
Accarias	ch44	v07p302	ent0072	on Roman law, 
Accarias	ch44	v07p319	ent0072	on Roman law, 
Greek Accents	ch67	v11p286	ent0073	
Acclamations	ch53	v09p344	ent0074	addressed to Greek Emperors, 
Acephali	ch47	v08p164	ent0075	Egyptian sect of, 
Acesius	ch21	v03p334	ent0076	
Achaia	ch01	v01p030	ent0077	province of, 
Acheloum	ch68	v12p017	ent0078	taken by the Turks, 
Achelous	ch55	v10p033	ent0079	battle of, 
Achilles	ch41	v07p086	ent0080	the, of the Vandals, 
Achilleus	ch13	v02p161	ent0081	
Achin	ch40	v07p035	ent0082	promontory of, 
Acholius	ch27	v05p011	ent0083	baptises Theodosius, 
Acolyth	ch53	v09p340	ent0085	office of, 
Mount Acra	ch23	v04p075	ent0086	
Acre or Ptolemais	ch12	v02p116	ent0087	
Acre or Ptolemais	ch58	v10p254	ent0087	<p>Emir of, treats with crusaders, 
Acre or Ptolemais	ch59	v10p281	ent0087	<p><persName n="genname"><surname>Conrad</surname> <genName n="3">III.</genName></persName> at, 
Acre or Ptolemais	ch59	v10p305	ent0087	<p>siege of (<date when="1189">1189A.D.</date>), 
Acre or Ptolemais	ch59	v10p309	ent0087	<p><persName n="genname"><surname>Richard</surname> <genName n="1">I.</genName></persName> at, 
Acre or Ptolemais	ch59	v10p322	ent0087	<p><persName n="genname"><surname>Louis</surname> <genName n="9">IX.</genName></persName> at, 
Acre or Ptolemais	ch59	v10p324	ent0087	<p>metropolis of Latin <rs type="religious" n="manual">Christians</rs>, 
Acre or Ptolemais	ch59	v10p326	ent0087	<p>taken by Sultan Khalil, 
George Acropolita	ch61	v11p026	ent0088	
George Acropolita	ch61	v11p032	ent0088	
George Acropolita	ch61	v11p054	ent0088	<p>Minister of Vataces, 
George Acropolita	ch62	v11p058	ent0088	<p>punished by Theodore <persName n="genname"><surname>Lascaris</surname> <genName n="2">II.</genName></persName>, 
George Acropolita	ch62	v11p058	ent0088	<p>collects letters of Theodore Lascaris, 
Acta Diurna	ch44	v07p312	ent0089	
Acta Sanctorum	ch33	v05p360	ent0090	
Actiac games	ch22	v04p042	ent0091	restored by Julian, 
Actions	ch44	v07p366	ent0092	right of judicial, 
Ad	ch50	v09p056	ent0093	tribe of, 
Adam and Clérisseau	ch13	v02p196	ent0094	work on Spalatro, 
Adam	ch50	v09p039	ent0095	place of, in the Koran, 
Adam	ch50	v09p039	ent0095	<p>apocryphal books of, 
Adarman	ch46	v08p052	ent0096	general of Nushirvan, reduces Syria, 
Adarne	ch18	v03p215	ent0097	passes of, 
Adauctus	ch16	v03p076	ent0098	
Adclamationes graves	ch04	v01p125	ent0099	
Addai	ch49	v08p313	ent0100	(Addaeus) Doctrine of, 
Mr. Addison	ch49	v08p313	ent0101	bigotry of, 
Mr. Addison	ch67	v11p271	ent0101	bigotry of, 
Mr. Addison	ch71	v12p191	ent0101	bigotry of, 
Addua	ch30	v05p152	ent0102	river of Lombardy, crossed by Alaric, 
Addua	ch39	v06p310	ent0102	<p>battle of the, 
Adel or Saphadin	ch59	v10p311	ent0103	brother of <persName n="rel">Sultan Saladin</persName>, 
Adela	ch58	v10p217	ent0104	wife of <persName n="rel"><surname n="sur1">Raymond</surname> of <placeName>Toulouse</placeName></persName>, 
Adenulf	ch59	v10p326	ent0105	<title n="manual">De Excidio urbis Acconis</title>, 
Aderbijan or Media	ch50	v09p026	ent0106	conquered by the Moslems, 
Aderbijan or Media	ch57	v10p158	ent0106	<p>conquered by Togrul, 
Adhad el Dowlat	ch50	v09p100	ent0107	
<persName n="manual">Adhed</persName> ,(Âdid), last Fatimite <roleName>caliph of <placeName>Egypt</placeName></roleName>, <ref type="volpage" target="ch59:v10p293">x.293 and note</ref>.
Adharbijan	ch59	v10p293	ent0109	<persName n="manual">Adhed</persName> ,(Âdid), last Fatimite <roleName>caliph of <placeName>Egypt</placeName></roleName>, 
Adhémar	ch58	v10p199	ent0110	
Adhémar	ch58	v10p218	ent0110	
Adhémar	ch58	v10p250	ent0110	
Adhémar	ch58	v10p259	ent0110	<p>death, 
Adiabene	ch24	v04p120	ent0111	march of Julian through, 
Adiabene	ch24	v04p127	ent0111	<p>name of Assyria, 
Adtabenicus	ch13	v02p178	ent0112	title of Diocletian, 
Adtabenicus	ch18	v03p199	ent0112	<p>Maximus, of Constantius, 
Adjudicatio	ch44	v07p358	ent0113	
Admiral	ch53	v09p340	ent0114	etymology of that name, 
Adolius	ch33	v05p359	ent0115	
Adolphus	ch31	v05p230	ent0116	reinforces Alaric, 
Adolphus	ch31	v05p237	ent0116	reinforces Alaric, 
Adolphus	ch31	v05p256	ent0116	<p>succeeds Alaric, 
Adolphus	ch31	v05p269	ent0116	<p>allies himself with Jovinus, 
Adolphus	ch31	v05p274	ent0116	<p>assassinated at Barcelona, 
Adolphus	ch31	v05p275	ent0116	<p>his death celebrated at Constantinople, 
Adoption	ch58	v10p229	ent0117	ceremony of, 
Adoration of the emperor	ch13	v02p183	ent0118	
Adoration of the emperor	ch53	v09p341	ent0118	<p>ceremony of, 
Adorno	ch65	v11p222	ent0119	accompanies <persName n="genname"><surname>Amurath</surname> <genName n="2">II.</genName></persName> to Europe, 
Adrumetum	ch41	v07p098	ent0121	city of, surrenders to Belisarius, 
Adrumetum	ch43	v07p240	ent0121	<p>destroyed by Antalas, 
Adulis	ch40	v07p037	ent0122	seaport, 
Adulis	ch42	v07p232	ent0122	seaport, 
Adultery	ch09	v01p291	ent0123	German punishment of, 
Adultery	ch44	v07p376	ent0123	<p>Roman laws concerning, 
Adultery	ch44	v07p381	ent0123	<p>declared to be a capital offence, 
Adventus	ch06	v01p176	ent0124	
Advocatus	ch17	v03p133	ent0125	
Aedesius	ch23	v04p052	ent0126	<addName>the Platonist</addName>, 
Aedesius	ch23	v04p056	ent0126	<p>Pergamus, 
Aedui	ch17	v03p162	ent0127	Gallic tribe, 
Aege	ch33	v05p358	ent0128	city in Cilicia, 
Aegidius	ch36	v06p116	ent0129	revolt of, 
Aegidius	ch36	v06p116	ent0129	<p>death, 
Aegidius	ch36	v06p115	ent0129	<p>character, 
Aegidius	ch36	v06p131	ent0129	<p>defeats Ricimer at Orleans, 
Aegidius	ch38	v06p212	ent0129	<p>elected King by the Franks, 
Aegilus	ch48	v08p254	ent0130	station of, 
Aelia Capitolina	ch15	v02p271	ent0131	
Aelia Capitolina	ch23	v04p075	ent0131	
Aelia Capitolina	ch51	v09p160	ent0131	
Aelianus	ch13	v02p152	ent0132	leader of the Bagaudez, 
Aelius Gallus	ch50	v09p012	ent0134	invades Arabia, 
Aelius Paetus	ch44	v07p320	ent0135	<title n="manual">tripartite</title> of, 
Aeilianus	ch10	v02p050	ent0136	
Aemilianus	ch10	v02p020	ent0137	revolt of, 
Aemilianus	ch10	v02p021	ent0137	revolt of, 
Aemona	ch14	v02p246	ent0138	
Aemona	ch27	v05p038	ent0138	<p>resists Maximus, 
Aemona	ch27	v05p041	ent0138	<p>siege of, by Theodosius, 
Aemona	ch30	v05p183	ent0138	<p>Alaric at, 
Aeneas	ch43	v07p262	ent0139	galley of, preserved at Rome, 
Aeneas of Gaza	ch37	v06p199	ent0140	his description of the African confessors, 
Aeneas Sylvius	ch67	v11p254	ent0141	(<persName n="genname"><surname>Pius</surname> <genName n="2">II.</genName></persName>), founds University of Basil, 
Aeneas Sylvius	ch68	v12p062	ent0141	<p>efforts against the Turks, 
Aeneas Sylvius	ch70	v12p168	ent0141	<p>at coronation of <persName n="genname"><surname>Frederic</surname> <genName n="3">III.</genName></persName>, 
Aeneas Sylvius	ch70	v12p169	ent0141	<p>at coronation of <persName n="genname"><surname>Frederic</surname> <genName n="3">III.</genName></persName>, 
Aeneas Sylvius	ch71	v12p197	ent0141	<p>epigram of, 
Aeolus	ch31	v05p267	ent0142	tragedy of Euripides, 
Aeon or Emanation of the Deity	ch21	v03p343	ent0143	Gnostic conception of, 
Aerial tribute	ch40	v07p043	ent0144	
Aeschines	ch40	v07p074	ent0145	
Aeschines	ch51	v09p127	ent0145	<p>on Alexander, 
Aesculapius	ch02	v01p041	ent0146	
Aesculapius	ch36	v06p135	ent0146	<p>island of, 
Aesculapius	ch41	v07p120	ent0146	<p>temple of, at Lambesa, 
Aestii	ch25	v04p246	ent0147	inhabitants of the Baltic coast, 
Aestii	ch39	v06p317	ent0147	<p>bring amber to Theodoric, 
Aeteriarch	ch53	v09p340	ent0148	office of, 
Aethiopia	ch01	v01p002	ent0149	
Aethiopia	ch15	v02p274	ent0149	
Aethiopia	ch29	v05p132	ent0149	<p>tribes of, join Gildo the Moor, 
Aethiopia	ch47	v08p211	ent0149	<p>saved by the Portuguese, 
Aethiopians	ch43	v07p286	ent0150	
Aethiopians	ch58	v10p250	ent0150	<p>three thousand at battle of Ascalon, 
Aetius	ch31	v05p197	ent0151	hostage in camp of Alaric, 
Aetius	ch33	v05p340	ent0151	<p>general of Placidia, 
Aetius	ch33	v05p341	ent0151	<p>supports John, the usurper, 
Aetius	ch33	v05p353	ent0151	<p>battle with Boniface, 
Aetius	ch33	v05p353	ent0151	<p>his flight, 
Aetius	ch35	v06p041	ent0151	<p>his restoration, 
Aetius	ch35	v06p041	ent0151	<p>his government, 
Aetius	ch35	v06p042	ent0151	<p>allies himself with the Huns and Alani, 
Aetius	ch35	v06p072	ent0151	<p>portrait of, by Renatus, 
Aetius	ch34	v06p020	ent0151	<p>portrait of, by Renatus, 
Aetius	ch35	v06p050	ent0151	<p>portrait of, by Renatus, 
Aetius	ch35	v06p078	ent0151	<p>his son’s betrothal, 
Aetius	ch35	v06p078	ent0151	<p>his death, 
Aetius	ch21	v03p351	ent0152	surnamed <addName>the Atheist</addName>, 
Aetius	ch21	v03p370	ent0152	<p>favoured by Gallus, 
Aetolia	ch63	v11p105	ent0153	recovered by John Cantacuzene, 
Aetolia	ch64	v11p137	ent0153	recovered by John Cantacuzene, 
Afrasiab	ch57	v10p157	ent0154	
Afrasiab	ch70	v12p152	ent0154	
Afrasiabs	ch26	v04p273	ent0155	
Africa	ch01	v01p032	ent0156	province of, 
Africa	ch01	v01p033	ent0156	province of, 
Africa	ch06	v01p204	ent0156	<p>tribute, 
Africa	ch06	v01p205	ent0156	<p>tribute, 
Africa	ch07	v01p223	ent0156	<p>revolts from Maximin, 
Africa	ch13	v02p160	ent0156	<p>from Diocletian, 
Africa	ch13	v02p161	ent0156	<p>from Diocletian, 
Africa	ch15	v02p338	ent0156	<p>Christianity in, 
Africa	ch16	v03p075	ent0156	<p>Christianity in, 
Africa	ch21	v03p405	ent0156	<p>religious discord in, 
Africa	ch25	v04p231	ent0156	<p>Count Romanus in, 
Africa	ch25	v04p233	ent0156	<p>rebellion of Firmus in, 
Africa	ch25	v04p234	ent0156	<p>Theodosius in, 
Africa	ch25	v04p237	ent0156	<p>Africa described, 
Africa	ch29	v05p126	ent0156	<p>Africa described, 
Africa	ch33	v05p342	ent0156	<p>revolt of Boniface in, 
Africa	ch33	v05p344	ent0156	<p>Vandal invasion of, 
Africa	ch33	v05p346	ent0156	<p>Donatist persecution in, 
Africa	ch33	v05p349	ent0156	<p>Donatist persecution in, 
Africa	ch33	v05p350	ent0156	<p>Donatist persecution in, 
Africa	ch37	v06p190	ent0156	<p>Vandal persecution in, 
Africa	ch41	v07p097	ent0156	<p>reduced by Belisarius, 
Africa	ch41	v07p088	ent0156	<p>date of conquest of, 
Africa	ch41	v07p109	ent0156	<p>Catholic Church re-established in, 
Africa	ch42	v07p235	ent0156	<p>taxed by Justinian, 
Africa	ch43	v07p238	ent0156	<p>revolt of Stoza in, 
Africa	ch43	v07p240	ent0156	<p>rebellion of the Moors in, 
Africa	ch43	v07p242	ent0156	<p>desolation of, 
Africa	ch51	v09p191	ent0156	<p>Saracen invasion of, 
Africa	ch51	v09p204	ent0156	<p>final reduction of, 
Africa	ch51	v09p230	ent0156	<p>Christianity extinct in, 
Africa	ch52	v09p301	ent0156	<p>revolts from the Caliph, 
Africa	ch56	v10p130	ent0156	<p>Norman conquests in, 
Agapae	ch15	v02p323	ent0157	
Agatharchides	ch50	v09p002	ent0158	geographer, 
Agatharchides	ch50	v09p004	ent0158	geographer, 
Agatharchides	ch50	v09p023	ent0158	<p>date of his Historica, 
Agathias	ch32	v05p319	ent0159	on testament of Arcadius, 
Agathias	ch38	v06p237	ent0159	<p>describes the Franks, 
Agathias	ch40	v07p007	ent0159	<p>continues history of Procopius, 
Agathias	ch40	v07p008	ent0159	<p>edition of Leyden, 
Agathias	ch40	v07p050	ent0159	<p>on Anthemius, 
Agathias	ch42	v07p201	ent0159	<p>on Persia, 
Agathias	ch42	v07p213	ent0159	<p>on Lazic War, 
Agathias	ch42	v07p227	ent0159	<p>on Lazic War, 
Agathias	ch43	v07p280	ent0159	<p>on Lazic War, 
Agathocles	ch24	v04p145	ent0160	
Agathyrsi	ch26	v04p285	ent0161	tribes of, 
Agaunum or St. Maurice	ch38	v06p228	ent0162	monastery of, founded by Sigismund, 
Agentes in rebus	ch17	v03p151	ent0163	
Agiamoglans	ch65	v11p228	ent0164	Turkish class of, 
Agilo	ch22	v04p035	ent0165	general, 
Aglab	ch52	v09p301	ent0166	
Aglabites	ch52	v09p286	ent0167	usurp the provinces of Africa, 
Aglae	ch16	v03p077	ent0168	a Roman lady, 
Agnats	ch44	v07p354	ent0169	in Roman law, 
Agnats	ch44	v07p360	ent0169	in Roman law, 
Agnellus	ch49	v08p331	ent0170	
Agnes or Irene	ch63	v11p103	ent0171	daughter of <persName n="rel"><surname n="sur1">Henry</surname> of <placeName>Brunswick</placeName></persName>, wife of <persName n="genname"><surname>Andronicus</surname> <genName n="3">III.</genName></persName>, 
Agnes	ch61	v11p018	ent0172	wife of <persName n="rel">Henry</persName>, <roleName>Emperor of <placeName>Constantinople</placeName></roleName>, 
Agobard	ch38	v06p247	ent0173	
Agria	ch34	v06p028	ent0174	
Agricola	ch01	v01p004	ent0175	
Agricola	ch01	v01p005	ent0175	
Agricola	ch17	v03p120	ent0175	<p>origin of, 
Agriculture	ch02	v01p065	ent0176	
Agriculture	ch02	v01p066	ent0176	
Agriculture	ch02	v01p067	ent0176	
Agriculture	ch08	v01p258	ent0176	<p>encouraged by the Magi, 
Agriculture	ch17	v03p158	ent0176	<p>ruined by land tax, 
Agriculture	ch40	v07p028	ent0176	<p>of the eastern empire, 
Agriculture	ch48	v08p265	ent0176	<p>in Asia Minor under Romanus, 
Agrippa	ch02	v01p055	ent0177	builds the Pantheon at Rome, 
Agrippa	ch71	v12p193	ent0177	builds the Pantheon at Rome, 
Agrippa	ch31	v05p219	ent0177	<p>aqueducts of, 
Agrippina	ch06	v01p192	ent0178	
Agro Calventiano	ch39	v06p340	ent0179	Boethius executed at, 
Ben Joseph Ahmad	ch50	v09p061	ent0180	
Ahmad ibn Arabshah	ch61	v11p018	ent0181	
Ahmad ibn Arabshah	ch65	v11p187	ent0181	
Ahmad ibn Arabshah	ch65	v11p207	ent0181	<p>on Bajazet, 
Ahmad	ch52	v09p297	ent0182	son of <persName n="rel">Abd Allah</persName>, 
Ahmad	ch52	v09p303	ent0183	son of <persName n="rel">Tilin</persName>, 
Ahnaf ibn Kais	ch51	v09p126	ent0184	subdues KhurAsan, 
Ahriman	ch08	v01p255	ent0185	
Ahriman	ch08	v01p256	ent0185	
Ahriman	ch54	v10p008	ent0185	<p>nature of, 
Aibak	ch59	v10p321	ent0186	husband of a Mameluke queen, 
Aidin	ch64	v11p160	ent0187	
Aidin	ch64	v11p160	ent0187	<p>prince of, submits to Murad, 
Aidin	ch64	v11p169	ent0187	<p>subdued by <persName n="genname"><surname>Bajazet</surname> <genName n="1">I.</genName></persName> 
Aikaterina	ch48	v08p281	ent0188	Bulgarian princess, 
Aimoin	ch41	v07p165	ent0189	a French monk, his account of Belisarius, 
Aix la Chapelle	ch38	v06p247	ent0190	memorable duel at, 
Aix la Chapelle	ch49	v08p346	ent0190	<p>palace and church of Charlemagne at, 
Aix la Chapelle	ch71	v12p195	ent0190	<p>palace and church of Charlemagne at, 
Ajax	ch17	v03p096	ent0191	sepulchre of, 
Ajnadin	ch51	v09p121	ent0192	battle of, 
Akbah	ch51	v09p197	ent0193	
Akbah	ch51	v09p199	ent0193	<p>African expedition of, 
Akbah	ch51	v09p200	ent0193	<p>death, 
Akhal Emir	ch56	v10p087	ent0194	
Gregory Akindynos	ch67	v11p319	ent0195	
Akshehr	ch65	v11p205	ent0196	death of <persName n="rel">Bajazet</persName> at, 
Ala	ch52	v09p263	ent0197	
Ala ad-Din Mohammad	ch64	v11p137	ent0198	
Ala-ad-Din	ch64	v11p158	ent0199	vizir of <persName n="rel">Orchan</persName>, reforms of, 
Aladin	ch58	v10p255	ent0200	(Iftikhar), defends Jerusalem, 
Aladin	ch64	v11p156	ent0201	
Al-Amin	ch52	v09p264	ent0203	
Alani	ch10	v02p010	ent0204	
Alani	ch12	v02p110	ent0204	<p>invade Asia, 
Alani	ch26	v04p285	ent0204	<p>conquered by the Huns, 
Alani	ch27	v05p004	ent0204	<p>in the service of Gratian, 
Alani	ch31	v05p272	ent0204	<p>invade Spain, 
Alani	ch31	v05p276	ent0204	<p>join the Vandals, 
Alani	ch35	v06p043	ent0204	<p>colony of, at Orleans, 
Alani	ch35	v06p043	ent0204	<p>allies of Actius, 
Alani	ch36	v06p117	ent0204	<p>invade Italy, 
Alani	ch42	v07p190	ent0204	<p>allies of the Avars, 
Alankavah	ch57	v10p157	ent0205	virgin mother, Seljukides, derived from, 
Alaon	ch49	v08p364	ent0206	monastery of, 
Alaric	ch35	v06p067	ent0207	
Alaric	ch38	v06p232	ent0207	<p>slain by Clovis at Vouillé, 
